Lodwar,Month,Year
0,Jun,2015
0,Jun,2015
0,Jun,2015
,Jun,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Jul,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Aug,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
0,Sep,2015
,Sep,2015
0.01,Oct,2015
0,Oct,2015
0.01,Oct,2015
0.01,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0.01,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
0.01,Oct,2015
0,Oct,2015
0,Oct,2015
0,Oct,2015
4,Nov,2015
0,Nov,2015
0,Nov,2015
0,Nov,2015
0.01,Nov,2015
1.7,Nov,2015
0.01,Nov,2015
2.8,Nov,2015
1,Nov,2015
0.01,Nov,2015
4.6,Nov,2015
1.1,Nov,2015
0,Nov,2015
0,Nov,2015
0,Nov,2015
0,Nov,2015
5.7,Nov,2015
0,Nov,2015
0,Nov,2015
0,Nov,2015
0,Nov,2015
0,Nov,2015
0,Nov,2015
0,Nov,2015
0,Nov,2015
0,Nov,2015
0,Nov,2015
4.2,Nov,2015
7.2,Nov,2015
0,Nov,2015
,Nov,2015
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Jan,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0.01,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
0,Feb,2016
,Feb,2016
,Feb,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0.9,Mar,2016
44.6,Mar,2016
22.3,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Mar,2016
0,Apr,2016
12,Apr,2016
0,Apr,2016
35.4,Apr,2016
0,Apr,2016
0,Apr,2016
0,Apr,2016
0,Apr,2016
0,Apr,2016
0,Apr,2016
0,Apr,2016
0,Apr,2016
0,Apr,2016
0,Apr,2016
0,Apr,2016
0,Apr,2016
0,Apr,2016
8.1,Apr,2016
3.5,Apr,2016
1.7,Apr,2016
0,Apr,2016
0,Apr,2016
0,Apr,2016
0,Apr,2016
0,Apr,2016
0.01,Apr,2016
13.4,Apr,2016
37,Apr,2016
0,Apr,2016
17.7,Apr,2016
,Apr,2016
1,May,2016
0.01,May,2016
0,May,2016
0,May,2016
0.8,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0.01,May,2016
0.01,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0,May,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
8.6,Jun,2016
0,Jun,2016
0,Jun,2016
2.9,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0,Jun,2016
0.4,Jun,2016
,Jun,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0,Jul,2016
0.01,Jul,2016
0.9,Jul,2016
0,Aug,2016
0,Aug,2016
0.01,Aug,2016
10,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Aug,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
0,Sep,2016
,Sep,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0.01,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Oct,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0.01,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0.01,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0,Nov,2016
0.01,Nov,2016
0,Nov,2016
0,Nov,2016
,Nov,2016
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
0,Jan,2017
5.5,Jan,2017
0,Jan,2017
3.5,Jan,2017
0,Feb,2017
0,Feb,2017
0,Feb,2017
0.01,Feb,2017
0,Feb,2017
0,Feb,2017
0,Feb,2017
0,Feb,2017
0,Feb,2017
0,Feb,2017
0,Feb,2017
0,Feb,2017
0,Feb,2017
0,Feb,2017
0,Feb,2017
0,Feb,2017
0,Feb,2017
0,Feb,2017
0.01,Feb,2017
0,Feb,2017
0,Feb,2017
0,Feb,2017
0,Feb,2017
3,Feb,2017
0,Feb,2017
0,Feb,2017
0.4,Feb,2017
0,Feb,2017
,Feb,2017
,Feb,2017
,Feb,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0.01,Mar,2017
0,Mar,2017
0,Mar,2017
0.7,Mar,2017
4.2,Mar,2017
0,Mar,2017
0,Mar,2017
0,Mar,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0.01,Apr,2017
1.4,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
0,Apr,2017
19,Apr,2017
1.1,Apr,2017
,Apr,2017
0.01,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0,May,2017
0.01,May,2017
0.01,May,2017
0,May,2017
0,May,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
0,Jun,2017
,Jun,2017
0,Jul,2017
0.01,Jul,2017
24.1,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
38.3,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
19.6,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Jul,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0.01,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0,Aug,2017
0.01,Aug,2017
0,Aug,2017
1.9,Aug,2017
8.4,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
0,Sep,2017
,Sep,2017
0,Oct,2017
0,Oct,2017
0,Oct,2017
0,Oct,2017
0,Oct,2017
0,Oct,2017
0,Oct,2017
0,Oct,2017
0,Oct,2017
0,Oct,2017
4.1,Oct,2017
1,Oct,2017
0,Oct,2017
1.1,Oct,2017
0.01,Oct,2017
0,Oct,2017
0,Oct,2017
34.1,Oct,2017
0.9,Oct,2017
11.8,Oct,2017
11.6,Oct,2017
0,Oct,2017
0,Oct,2017
0.3,Oct,2017
0.8,Oct,2017
0,Oct,2017
0,Oct,2017
0,Oct,2017
0,Oct,2017
0,Oct,2017
0,Oct,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
17.8,Nov,2017
11,Nov,2017
0.01,Nov,2017
1.1,Nov,2017
0,Nov,2017
0,Nov,2017
0.01,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
0,Nov,2017
,Nov,2017
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Jan,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
0,Feb,2018
4.5,Feb,2018
0,Feb,2018
,Feb,2018
,Feb,2018
,Feb,2018
1,Mar,2018
0.01,Mar,2018
6.5,Mar,2018
0.01,Mar,2018
0,Mar,2018
3.3,Mar,2018
10.6,Mar,2018
0,Mar,2018
0,Mar,2018
0,Mar,2018
0,Mar,2018
0,Mar,2018
2,Mar,2018
0,Mar,2018
5.8,Mar,2018
0.6,Mar,2018
0,Mar,2018
0.01,Mar,2018
4.1,Mar,2018
0,Mar,2018
0,Mar,2018
0,Mar,2018
0,Mar,2018
0,Mar,2018
0,Mar,2018
0,Mar,2018
0,Mar,2018
0,Mar,2018
0,Mar,2018
0,Mar,2018
0,Mar,2018
0,Apr,2018
0,Apr,2018
0,Apr,2018
0,Apr,2018
4.6,Apr,2018
0.01,Apr,2018
1.1,Apr,2018
14.4,Apr,2018
0,Apr,2018
6.8,Apr,2018
8.2,Apr,2018
0,Apr,2018
8.5,Apr,2018
35,Apr,2018
0,Apr,2018
21.8,Apr,2018
0,Apr,2018
9.4,Apr,2018
10.2,Apr,2018
0,Apr,2018
0.01,Apr,2018
2.4,Apr,2018
3.2,Apr,2018
0,Apr,2018
0,Apr,2018
0,Apr,2018
11,Apr,2018
0,Apr,2018
0,Apr,2018
0,Apr,2018
,Apr,2018
0,May,2018
32,May,2018
0,May,2018
0,May,2018
0.01,May,2018
0,May,2018
0,May,2018
0,May,2018
0,May,2018
0,May,2018
0.01,May,2018
0.01,May,2018
0,May,2018
0,May,2018
0,May,2018
0,May,2018
0,May,2018
0,May,2018
0,May,2018
0,May,2018
60.9,May,2018
0.9,May,2018
4.4,May,2018
0,May,2018
0,May,2018
0,May,2018
0,May,2018
0,May,2018
0,May,2018
0,May,2018
0,May,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0.01,Jun,2018
20,Jun,2018
10,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0,Jun,2018
0.1,Jun,2018
0,Jun,2018
0,Jun,2018
,Jun,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Jul,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
2.1,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0.01,Aug,2018
0,Aug,2018
0,Aug,2018
0,Aug,2018
0.01,Aug,2018
0.01,Aug,2018
0,Aug,2018
0,Aug,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
0,Sep,2018
,Sep,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0.01,Oct,2018
0.01,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Oct,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0.5,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
0,Nov,2018
2.6,Nov,2018
0,Nov,2018
0,Nov,2018
,Nov,2018
0,Jan,2019
0,Jan,2019
1.3,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Jan,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0.01,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
5.4,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
0,Feb,2019
,Feb,2019
,Feb,2019
,Feb,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0.01,Mar,2019
0.01,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0.01,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Mar,2019
0,Apr,2019
0,Apr,2019
0,Apr,2019
0,Apr,2019
0,Apr,2019
0,Apr,2019
0,Apr,2019
0,Apr,2019
0.01,Apr,2019
0,Apr,2019
0,Apr,2019
0,Apr,2019
0,Apr,2019
0,Apr,2019
0,Apr,2019
0,Apr,2019
0,Apr,2019
0,Apr,2019
0,Apr,2019
0,Apr,2019
0,Apr,2019
21.9,Apr,2019
3,Apr,2019
0,Apr,2019
0.01,Apr,2019
0.01,Apr,2019
1,Apr,2019
0,Apr,2019
0,Apr,2019
0,Apr,2019
,Apr,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0.01,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0.01,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,May,2019
0,Jun,2019
4.5,Jun,2019
5.1,Jun,2019
0.01,Jun,2019
0,Jun,2019
0,Jun,2019
0,Jun,2019
0,Jun,2019
0,Jun,2019
5.1,Jun,2019
0,Jun,2019
0,Jun,2019
0,Jun,2019
0,Jun,2019
0,Jun,2019
0,Jun,2019
0,Jun,2019
0,Jun,2019
0,Jun,2019
0,Jun,2019
0,Jun,2019
0.01,Jun,2019
0,Jun,2019
2.5,Jun,2019
0,Jun,2019
0,Jun,2019
0,Jun,2019
0,Jun,2019
0,Jun,2019
0,Jun,2019
,Jun,2019
0,Jul,2019
0,Jul,2019
0,Jul,2019
0,Jul,2019
0,Jul,2019
0,Jul,2019
0,Jul,2019
0,Jul,2019
0,Jul,2019
0,Jul,2019
0,Jul,2019
0.01,Jul,2019
1.4,Jul,2019
0,Jul,2019
0,Jul,2019
0,Jul,2019
0,Jul,2019
0,Jul,2019
0,Jul,2019
0,Jul,2019
1.7,Jul,2019
72.3,Jul,2019
0,Jul,2019
11.3,Jul,2019
0,Jul,2019
0,Jul,2019
0,Jul,2019
0,Jul,2019
0,Jul,2019
0.01,Jul,2019
0,Jul,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0.6,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0.01,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
0,Aug,2019
1.5,Aug,2019
3.4,Aug,2019
0,Aug,2019
0,Aug,2019
0.01,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
0.01,Sep,2019
0.01,Sep,2019
0.01,Sep,2019
0,Sep,2019
0,Sep,2019
0,Sep,2019
,Sep,2019
0.01,Oct,2019
0,Oct,2019
0,Oct,2019
0,Oct,2019
0,Oct,2019
0.01,Oct,2019
0,Oct,2019
0,Oct,2019
0.01,Oct,2019
0,Oct,2019
0.01,Oct,2019
1,Oct,2019
1,Oct,2019
0,Oct,2019
0,Oct,2019
0,Oct,2019
4.2,Oct,2019
28.7,Oct,2019
0,Oct,2019
0,Oct,2019
0,Oct,2019
36.8,Oct,2019
0.01,Oct,2019
3.3,Oct,2019
0,Oct,2019
0,Oct,2019
0,Oct,2019
4.8,Oct,2019
0,Oct,2019
0,Oct,2019
0,Oct,2019
0,Nov,2019
0,Nov,2019
0,Nov,2019
0,Nov,2019
0,Nov,2019
0,Nov,2019
0,Nov,2019
0.01,Nov,2019
0.01,Nov,2019
0,Nov,2019
0.01,Nov,2019
0.01,Nov,2019
0,Nov,2019
0,Nov,2019
0,Nov,2019
0,Nov,2019
0,Nov,2019
0,Nov,2019
0,Nov,2019
0,Nov,2019
0,Nov,2019
23.1,Nov,2019
8.1,Nov,2019
3.4,Nov,2019
0.01,Nov,2019
0,Nov,2019
0,Nov,2019
0,Nov,2019
0,Nov,2019
0,Nov,2019
,Nov,2019
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
0,Jan,2020
